product_id,product_name,supplier_id,supplier_name,region,purchase_date,units_purchased,unit_cost,total_cost,delivery_time_days,qc_pass_rate,customer_rating_avg,damaged_on_arrival,complaint_count,units_returned,return_rate,supplier_score,supplier_rank
P19,Lays potato chips,S11,Synthetic Supplier ,Hyderabad,2025-02-21,918,69.29,63608.22,1,0.97,3.19,0.03,2,34,0.037,76.867753,
P19,Lays potato chips,S11,Synthetic Supplier ,Hyderabad,2025-03-27,455,46.37,21098.35,2,0.94,4.12,0.01,6,83,0.182,77.565194,
P19,Lays potato chips,S11,Synthetic Supplier ,Hyderabad,2025-06-07,257,55.98,14386.86,7,0.96,4.43,0.05,2,41,0.16,92.388834,
P19,Lays potato chips,S11,Synthetic Supplier ,Hyderabad,2025-03-15,485,40.06,19429.1,6,0.99,3.69,0.04,2,89,0.184,92.003476,
P19,Lays potato chips,S11,Synthetic Supplier ,Kolkata,2025-01-06,989,58.62,57975.18,7,0.99,4.09,0.03,6,66,0.067,76.530957,
P19,Lays potato chips,S11,Synthetic Supplier ,Kolkata,2025-05-13,925,52.7,48747.5,9,0.98,3.56,0.0,6,35,0.038,81.969358,
P19,Lays potato chips,S11,Synthetic Supplier ,Kolkata,2025-06-26,393,64.82,25474.26,1,0.99,4.15,0.02,6,90,0.229,78.354584,
P19,Lays potato chips,S11,Synthetic Supplier ,Kolkata,2025-04-24,945,26.61,25146.45,6,0.9,3.92,0.04,4,19,0.02,83.703042,
P19,Lays potato chips,S11,Synthetic Supplier ,Mumbai,2025-03-28,409,48.59,19873.31,1,0.88,4.33,0.0,8,95,0.232,90.657137,
P19,Lays potato chips,S11,Synthetic Supplier ,Mumbai,2025-01-27,187,40.09,7496.83,1,0.85,3.62,0.04,6,29,0.155,90.63814,
P19,Lays potato chips,S11,Synthetic Supplier ,Mumbai,2025-06-29,611,21.31,13020.41,6,0.98,4.11,0.02,7,90,0.147,85.403901,
P2,Manforce Condom,S11,Synthetic Supplier ,Bengaluru,2025-03-12,827,44.27,36611.29,2,0.97,4.62,0.05,4,79,0.096,81.632007,
P2,Manforce Condom,S11,Synthetic Supplier ,Bengaluru,2025-02-10,242,52.33,12663.86,5,0.97,4.68,0.02,4,99,0.409,81.893215,
P2,Manforce Condom,S11,Synthetic Supplier ,Bengaluru,2025-03-06,135,52.2,7047.0,7,0.91,3.69,0.05,5,64,0.474,76.596737,
P2,Manforce Condom,S11,Synthetic Supplier ,Chennai,2025-02-12,408,31.25,12750.0,9,0.92,4.15,0.02,6,72,0.176,81.002633,
P2,Manforce Condom,S11,Synthetic Supplier ,Chennai,2025-01-16,164,42.36,6947.04,8,0.95,4.88,0.01,7,20,0.122,81.476488,
P2,Manforce Condom,S11,Synthetic Supplier ,Chennai,2025-01-13,904,50.69,45823.76,6,0.91,4.58,0.01,0,95,0.105,79.858527,
P2,Manforce Condom,S11,Synthetic Supplier ,Delhi NCR,2025-05-06,942,22.51,21204.42,2,0.9,4.31,0.04,5,23,0.024,75.687891,
P2,Manforce Condom,S11,Synthetic Supplier ,Delhi NCR,2025-01-11,919,23.65,21734.35,7,0.9,3.16,0.02,3,51,0.055,78.097524,
P2,Manforce Condom,S11,Synthetic Supplier ,Kolkata,2025-06-13,839,21.08,17686.12,5,0.9,4.87,0.02,9,6,0.007,93.598455,
P2,Manforce Condom,S11,Synthetic Supplier ,Kolkata,2025-02-06,695,64.27,44667.65,4,0.88,3.66,0.03,9,55,0.079,94.817624,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Ahmedabad,2025-01-01,551,46.65,25704.15,4,0.91,3.37,0.01,7,20,0.036,76.284022,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Ahmedabad,2025-05-07,514,44.2,22718.8,9,0.94,3.88,0.04,6,13,0.025,77.079701,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Ahmedabad,2025-03-17,292,47.51,13872.92,8,0.95,4.01,0.02,6,58,0.199,82.994046,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Bengaluru,2025-04-30,279,63.13,17613.27,6,0.88,3.6,0.01,5,45,0.161,73.577316,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Bengaluru,2025-05-12,155,45.06,6984.3,8,0.98,4.31,0.03,8,46,0.297,79.646458,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Bengaluru,2025-06-06,981,31.61,31009.41,6,0.96,3.11,0.03,7,79,0.081,79.928281,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Bengaluru,2025-06-20,941,53.7,50531.7,1,0.89,4.0,0.0,8,17,0.018,77.497357,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Chennai,2025-02-03,349,56.7,19788.3,6,0.9,3.16,0.0,1,78,0.223,74.325949,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Chennai,2025-05-27,476,61.68,29359.68,1,0.99,3.41,0.01,8,28,0.059,79.502886,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Chennai,2025-06-11,676,27.12,18333.12,7,0.96,4.65,0.05,7,8,0.012,84.766267,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Chennai,2025-03-23,155,53.32,8264.6,4,0.9,3.41,0.04,1,29,0.187,91.16345,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Delhi NCR,2025-03-08,612,32.16,19681.92,5,0.88,4.48,0.0,6,48,0.078,89.061448,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Delhi NCR,2025-02-12,334,30.45,10170.3,8,0.9,4.05,0.01,6,30,0.09,94.690133,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Hyderabad,2025-05-24,691,67.85,46884.35,8,0.88,3.76,0.04,9,72,0.104,78.9518,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Hyderabad,2025-03-25,310,51.52,15971.2,8,0.98,3.82,0.02,4,27,0.087,80.457474,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Hyderabad,2025-03-22,931,18.19,16934.89,8,0.99,3.43,0.01,3,0,0.0,93.16633,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Kolkata,2025-05-11,789,55.42,43726.38,6,0.96,4.02,0.02,6,9,0.011,83.714091,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Kolkata,2025-02-05,626,49.07,30717.82,9,0.92,3.13,0.03,5,83,0.133,74.372805,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Kolkata,2025-06-09,701,12.98,9098.98,5,0.98,4.11,0.04,4,23,0.033,77.018919,
P20,Kissan Tomato Ketchup,S11,Synthetic Supplier ,Kolkata,2025-04-17,236,61.79,14582.44,3,0.91,3.93,0.03,4,19,0.081,79.113682,
P3,Maggie,S11,Synthetic Supplier ,Ahmedabad,2025-06-29,765,50.09,38318.85,9,0.95,4.71,0.01,6,82,0.107,73.809343,
P3,Maggie,S11,Synthetic Supplier ,Ahmedabad,2025-01-14,247,51.07,12614.29,2,0.98,3.45,0.04,8,84,0.34,87.731945,
P3,Maggie,S11,Synthetic Supplier ,Ahmedabad,2025-03-23,969,17.95,17393.55,5,0.93,3.74,0.0,4,69,0.071,74.62938,
P3,Maggie,S11,Synthetic Supplier ,Chennai,2025-05-07,733,35.58,26080.14,1,0.9,3.22,0.03,0,51,0.07,77.470323,
P3,Maggie,S11,Synthetic Supplier ,Chennai,2025-02-06,295,49.36,14561.2,2,0.94,3.84,0.02,1,46,0.156,78.184054,
P3,Maggie,S11,Synthetic Supplier ,Chennai,2025-05-27,290,43.26,12545.4,7,0.9,3.97,0.05,6,44,0.152,70.70996,
P3,Maggie,S11,Synthetic Supplier ,Delhi NCR,2025-03-26,289,43.32,12519.48,4,0.87,3.25,0.01,4,30,0.104,84.003525,
P3,Maggie,S11,Synthetic Supplier ,Delhi NCR,2025-02-04,969,28.59,27703.71,5,0.86,4.12,0.04,0,96,0.099,90.401081,
P3,Maggie,S11,Synthetic Supplier ,Delhi NCR,2025-01-21,998,32.2,32135.6,6,0.94,4.41,0.05,2,69,0.069,94.310473,
P3,Maggie,S11,Synthetic Supplier ,Delhi NCR,2025-04-27,696,38.54,26823.84,1,0.89,3.96,0.03,8,51,0.073,73.471572,
P3,Maggie,S11,Synthetic Supplier ,Hyderabad,2025-03-18,892,42.25,37687.0,9,0.88,4.94,0.01,3,25,0.028,76.662571,
P3,Maggie,S11,Synthetic Supplier ,Hyderabad,2025-03-29,810,20.9,16929.0,3,0.99,3.03,0.02,8,27,0.033,90.112534,
P3,Maggie,S11,Synthetic Supplier ,Mumbai,2025-05-17,663,32.77,21726.51,2,0.97,4.23,0.0,7,87,0.131,91.296352,
P3,Maggie,S11,Synthetic Supplier ,Mumbai,2025-04-09,742,69.98,51925.16,1,0.99,4.61,0.03,9,18,0.024,87.261569,
P3,Maggie,S11,Synthetic Supplier ,Mumbai,2025-02-23,631,12.2,7698.2,7,0.89,4.79,0.04,1,53,0.084,74.335225,
P4,Dabur Red,S11,Synthetic Supplier ,Ahmedabad,2025-04-03,742,38.27,28396.34,1,0.91,3.48,0.0,1,31,0.042,89.43242,
P4,Dabur Red,S11,Synthetic Supplier ,Ahmedabad,2025-02-15,996,23.72,23625.12,9,0.99,3.26,0.02,9,64,0.064,74.066395,
P4,Dabur Red,S11,Synthetic Supplier ,Ahmedabad,2025-01-10,506,35.71,18069.26,2,0.93,3.07,0.01,7,49,0.097,74.430924,
P4,Dabur Red,S11,Synthetic Supplier ,Chennai,2025-06-05,924,40.07,37024.68,3,0.94,4.82,0.04,5,7,0.008,80.752486,
P4,Dabur Red,S11,Synthetic Supplier ,Chennai,2025-03-16,491,59.03,28983.73,3,0.95,4.39,0.0,2,70,0.143,77.533569,
P4,Dabur Red,S11,Synthetic Supplier ,Chennai,2025-06-25,746,47.18,35196.28,6,0.99,4.06,0.01,0,12,0.016,70.974144,
P4,Dabur Red,S11,Synthetic Supplier ,Chennai,2025-02-08,697,46.69,32542.93,4,0.95,3.59,0.05,1,40,0.057,77.764715,
P4,Dabur Red,S11,Synthetic Supplier ,Delhi NCR,2025-06-09,520,30.15,15678.0,3,0.98,3.06,0.05,8,78,0.15,79.160488,
P4,Dabur Red,S11,Synthetic Supplier ,Hyderabad,2025-01-12,365,25.54,9322.1,6,0.95,4.43,0.02,6,48,0.132,73.62926,
P4,Dabur Red,S11,Synthetic Supplier ,Hyderabad,2025-02-05,660,58.01,38286.6,3,0.95,4.37,0.04,6,21,0.032,93.388384,
P4,Dabur Red,S11,Synthetic Supplier ,Hyderabad,2025-04-30,560,22.22,12443.2,2,0.93,4.39,0.04,2,36,0.064,77.427212,
P4,Dabur Red,S11,Synthetic Supplier ,Hyderabad,2025-01-14,267,35.87,9577.29,4,0.92,4.38,0.01,8,21,0.079,80.611154,
P4,Dabur Red,S11,Synthetic Supplier ,Kolkata,2025-01-07,937,24.18,22656.66,1,0.93,3.65,0.01,2,37,0.039,93.181943,
P4,Dabur Red,S11,Synthetic Supplier ,Kolkata,2025-03-15,946,18.11,17132.06,5,0.86,3.22,0.04,2,23,0.024,84.895212,
P4,Dabur Red,S11,Synthetic Supplier ,Kolkata,2025-06-12,892,64.02,57105.84,4,0.97,4.94,0.05,0,8,0.009,92.081848,
P4,Dabur Red,S11,Synthetic Supplier ,Kolkata,2025-02-11,728,31.84,23179.52,4,0.92,3.42,0.03,1,59,0.081,85.880289,
P4,Dabur Red,S11,Synthetic Supplier ,Mumbai,2025-02-12,617,55.97,34533.49,6,0.9,3.34,0.05,3,79,0.128,70.182801,
P4,Dabur Red,S11,Synthetic Supplier ,Mumbai,2025-06-01,520,62.81,32661.2,9,0.88,4.4,0.0,6,11,0.021,86.255596,
P4,Dabur Red,S11,Synthetic Supplier ,Mumbai,2025-06-05,634,36.21,22957.14,9,0.87,4.74,0.01,4,3,0.005,84.793548,
P4,Dabur Red,S11,Synthetic Supplier ,Mumbai,2025-03-23,336,53.14,17855.04,3,0.89,3.59,0.04,2,55,0.164,94.854802,
P5,Bournvita,S11,Synthetic Supplier ,Ahmedabad,2025-02-27,121,59.85,7241.85,6,0.99,4.97,0.04,5,10,0.083,79.690494,
P5,Bournvita,S11,Synthetic Supplier ,Ahmedabad,2025-05-11,300,65.67,19701.0,1,0.87,4.46,0.04,6,89,0.297,84.046645,
P5,Bournvita,S11,Synthetic Supplier ,Ahmedabad,2025-01-02,972,41.49,40328.28,5,0.95,4.64,0.05,7,23,0.024,91.49079,
P5,Bournvita,S11,Synthetic Supplier ,Bengaluru,2025-04-12,916,67.01,61381.16,9,0.97,3.62,0.05,7,61,0.067,86.167145,
P5,Bournvita,S11,Synthetic Supplier ,Bengaluru,2025-02-18,495,42.22,20898.9,6,0.92,4.89,0.03,0,60,0.121,94.063656,
P5,Bournvita,S11,Synthetic Supplier ,Bengaluru,2025-04-30,663,23.38,15500.94,9,1.0,4.75,0.04,2,88,0.133,73.535803,
P5,Bournvita,S11,Synthetic Supplier ,Chennai,2025-01-29,268,33.27,8916.36,6,0.88,3.35,0.03,2,37,0.138,80.81309,
P5,Bournvita,S11,Synthetic Supplier ,Chennai,2025-01-15,718,57.39,41206.02,8,0.99,4.02,0.03,4,59,0.082,72.742217,
P5,Bournvita,S11,Synthetic Supplier ,Chennai,2025-05-25,919,61.52,56536.88,3,0.86,3.3,0.03,4,12,0.013,79.181258,
P5,Bournvita,S11,Synthetic Supplier ,Hyderabad,2025-05-21,973,69.72,67837.56,3,0.94,3.37,0.0,3,64,0.066,94.74534,
P5,Bournvita,S11,Synthetic Supplier ,Hyderabad,2025-01-21,600,51.88,31128.0,1,0.91,3.82,0.04,4,7,0.012,85.767218,
P5,Bournvita,S11,Synthetic Supplier ,Hyderabad,2025-01-30,420,55.36,23251.2,1,0.92,4.97,0.02,6,90,0.214,78.736931,
P5,Bournvita,S11,Synthetic Supplier ,Kolkata,2025-01-03,469,26.13,12254.97,1,0.98,4.61,0.0,9,14,0.03,82.047828,
P5,Bournvita,S11,Synthetic Supplier ,Kolkata,2025-06-03,206,49.35,10166.1,4,0.95,3.44,0.04,4,94,0.456,70.429769,
P5,Bournvita,S11,Synthetic Supplier ,Kolkata,2025-01-02,641,11.25,7211.25,1,0.86,3.57,0.0,6,21,0.033,93.493009,
P5,Bournvita,S11,Synthetic Supplier ,Kolkata,2025-01-11,951,19.83,18858.33,4,0.98,3.92,0.05,6,69,0.073,92.233756,
P5,Bournvita,S11,Synthetic Supplier ,Mumbai,2025-04-06,306,12.53,3834.18,4,0.94,4.43,0.05,1,25,0.082,70.48181,
P5,Bournvita,S11,Synthetic Supplier ,Mumbai,2025-05-16,674,68.0,45832.0,6,0.99,3.03,0.05,6,4,0.006,88.626445,
P5,Bournvita,S11,Synthetic Supplier ,Mumbai,2025-02-23,477,61.13,29159.01,9,0.93,3.55,0.02,5,87,0.182,85.345832,
P5,Bournvita,S11,Synthetic Supplier ,Mumbai,2025-06-02,917,64.26,58926.42,7,0.92,4.95,0.01,0,52,0.057,87.231725,
P6,Sensodyne,S11,Synthetic Supplier ,Bengaluru,2025-03-22,652,57.9,37750.8,7,0.89,3.93,0.02,2,69,0.106,90.505946,
P6,Sensodyne,S11,Synthetic Supplier ,Chennai,2025-06-26,858,29.08,24950.64,3,0.93,4.58,0.02,8,24,0.028,84.501083,
P6,Sensodyne,S11,Synthetic Supplier ,Chennai,2025-03-11,897,36.06,32345.82,7,0.9,4.55,0.04,8,95,0.106,92.765791,
P6,Sensodyne,S11,Synthetic Supplier ,Chennai,2025-03-12,976,54.83,53514.08,5,0.91,4.05,0.04,9,71,0.073,77.501971,
P6,Sensodyne,S11,Synthetic Supplier ,Chennai,2025-01-30,120,49.2,5904.0,1,0.97,3.2,0.03,7,5,0.042,82.430257,
P6,Sensodyne,S11,Synthetic Supplier ,Delhi NCR,2025-05-31,292,36.22,10576.24,2,0.96,4.71,0.02,4,47,0.161,72.086685,
P6,Sensodyne,S11,Synthetic Supplier ,Delhi NCR,2025-03-19,488,12.35,6026.8,7,0.91,4.49,0.04,6,81,0.166,85.618843,
P6,Sensodyne,S11,Synthetic Supplier ,Delhi NCR,2025-06-12,533,29.62,15787.46,8,0.94,4.81,0.0,4,92,0.173,92.293775,
P6,Sensodyne,S11,Synthetic Supplier ,Delhi NCR,2025-06-23,671,33.76,22652.96,7,0.91,4.37,0.04,9,33,0.049,70.972787,
P6,Sensodyne,S11,Synthetic Supplier ,Hyderabad,2025-03-23,554,68.61,38009.94,9,1.0,3.27,0.05,1,53,0.096,76.788271,
P6,Sensodyne,S11,Synthetic Supplier ,Hyderabad,2025-06-27,846,20.22,17106.12,3,0.94,4.06,0.01,8,95,0.112,89.568732,
P6,Sensodyne,S11,Synthetic Supplier ,Hyderabad,2025-03-16,550,66.19,36404.5,1,0.89,3.54,0.05,3,16,0.029,73.106732,
P6,Sensodyne,S11,Synthetic Supplier ,Hyderabad,2025-02-01,720,23.01,16567.2,7,0.9,3.55,0.03,9,71,0.099,79.889122,
P6,Sensodyne,S11,Synthetic Supplier ,Kolkata,2025-01-25,958,67.36,64530.88,7,0.96,4.05,0.0,2,70,0.073,94.519542,
P6,Sensodyne,S11,Synthetic Supplier ,Kolkata,2025-06-11,868,38.12,33088.16,4,0.94,3.18,0.04,5,7,0.008,70.842155,
P6,Sensodyne,S11,Synthetic Supplier ,Kolkata,2025-06-19,440,52.21,22972.4,4,0.88,4.35,0.01,4,87,0.198,74.915801,
P6,Sensodyne,S11,Synthetic Supplier ,Kolkata,2025-06-16,938,50.28,47162.64,7,0.99,3.6,0.04,8,93,0.099,87.91525,
P6,Sensodyne,S11,Synthetic Supplier ,Mumbai,2025-05-15,664,29.57,19634.48,6,0.92,3.02,0.02,4,47,0.071,89.901717,
P6,Sensodyne,S11,Synthetic Supplier ,Mumbai,2025-03-18,139,25.28,3513.92,6,0.95,4.25,0.03,0,48,0.345,73.45916,
P6,Sensodyne,S11,Synthetic Supplier ,Mumbai,2025-03-27,828,24.65,20410.2,5,0.87,4.45,0.05,2,84,0.101,92.835011,
P7,Parle-G,S11,Synthetic Supplier ,Ahmedabad,2025-05-29,943,22.06,20802.58,1,0.85,3.54,0.03,6,75,0.08,89.886574,
P7,Parle-G,S11,Synthetic Supplier ,Ahmedabad,2025-04-14,958,15.71,15050.18,3,0.87,4.95,0.0,1,92,0.096,94.730633,
P7,Parle-G,S11,Synthetic Supplier ,Bengaluru,2025-02-05,855,48.78,41706.9,5,0.96,4.99,0.01,7,31,0.036,70.363474,
P7,Parle-G,S11,Synthetic Supplier ,Bengaluru,2025-02-14,843,30.43,25652.49,6,0.91,3.97,0.01,7,61,0.072,88.373013,
P7,Parle-G,S11,Synthetic Supplier ,Bengaluru,2025-05-18,437,53.78,23501.86,1,0.98,4.28,0.01,3,67,0.153,73.879887,
P7,Parle-G,S11,Synthetic Supplier ,Delhi NCR,2025-02-26,496,34.62,17171.52,7,0.92,4.78,0.04,3,77,0.155,77.682831,
P7,Parle-G,S11,Synthetic Supplier ,Delhi NCR,2025-05-02,179,11.74,2101.46,9,1.0,3.48,0.02,5,32,0.179,76.659215,
P7,Parle-G,S11,Synthetic Supplier ,Delhi NCR,2025-04-25,835,28.68,23947.8,8,0.94,3.57,0.02,5,87,0.104,84.304897,
P7,Parle-G,S11,Synthetic Supplier ,Delhi NCR,2025-02-27,110,19.58,2153.8,1,0.89,3.42,0.03,8,79,0.718,74.051565,
P7,Parle-G,S11,Synthetic Supplier ,Hyderabad,2025-03-20,245,58.95,14442.75,7,0.91,3.83,0.03,6,59,0.241,94.633313,
P7,Parle-G,S11,Synthetic Supplier ,Hyderabad,2025-03-05,198,27.98,5540.04,1,0.9,3.72,0.03,5,3,0.015,78.761786,
P7,Parle-G,S11,Synthetic Supplier ,Hyderabad,2025-06-06,517,13.0,6721.0,9,0.92,3.06,0.0,0,10,0.019,75.324254,
P7,Parle-G,S11,Synthetic Supplier ,Kolkata,2025-05-08,357,58.37,20838.09,8,0.9,4.24,0.0,9,77,0.216,72.384844,
P7,Parle-G,S11,Synthetic Supplier ,Kolkata,2025-03-02,933,32.21,30051.93,6,0.86,3.7,0.03,6,14,0.015,72.473063,
P7,Parle-G,S11,Synthetic Supplier ,Kolkata,2025-01-02,800,61.56,49248.0,3,0.93,4.3,0.02,2,88,0.11,90.522189,
P7,Parle-G,S11,Synthetic Supplier ,Kolkata,2025-04-22,915,15.92,14566.8,8,0.98,3.82,0.03,7,86,0.094,88.065204,
P7,Parle-G,S11,Synthetic Supplier ,Mumbai,2025-04-16,975,15.9,15502.5,5,0.85,3.67,0.01,9,10,0.01,94.652726,
P7,Parle-G,S11,Synthetic Supplier ,Mumbai,2025-01-16,780,34.56,26956.8,4,0.88,3.2,0.04,3,20,0.026,73.35617,
P7,Parle-G,S11,Synthetic Supplier ,Mumbai,2025-01-16,597,38.46,22960.62,4,0.91,3.42,0.03,7,2,0.003,74.285664,
P7,Parle-G,S11,Synthetic Supplier ,Mumbai,2025-01-11,626,44.65,27950.9,5,0.93,4.76,0.03,5,57,0.091,86.337721,
P8,Garden Successful,S11,Synthetic Supplier ,Bengaluru,2025-02-20,933,38.37,35799.21,6,0.97,4.15,0.04,6,60,0.064,87.187793,
P8,Garden Successful,S11,Synthetic Supplier ,Bengaluru,2025-04-02,678,51.18,34700.04,7,0.85,3.53,0.01,2,16,0.024,76.837217,
P8,Garden Successful,S11,Synthetic Supplier ,Bengaluru,2025-03-22,257,18.31,4705.67,6,0.9,4.71,0.03,9,52,0.202,80.86559,
P8,Garden Successful,S11,Synthetic Supplier ,Chennai,2025-02-14,741,53.08,39332.28,8,0.9,4.81,0.02,5,45,0.061,88.020528,
P8,Garden Successful,S11,Synthetic Supplier ,Chennai,2025-05-01,606,44.78,27136.68,6,0.9,4.49,0.02,7,61,0.101,89.12044,
P8,Garden Successful,S11,Synthetic Supplier ,Chennai,2025-02-14,277,69.98,19384.46,6,0.94,3.35,0.01,5,2,0.007,86.921916,
P8,Garden Successful,S11,Synthetic Supplier ,Chennai,2025-03-24,206,57.85,11917.1,5,0.95,3.49,0.01,2,64,0.311,74.293779,
P8,Garden Successful,S11,Synthetic Supplier ,Hyderabad,2025-03-22,280,30.62,8573.6,2,0.92,3.52,0.05,0,2,0.007,74.440792,
P8,Garden Successful,S11,Synthetic Supplier ,Hyderabad,2025-04-04,426,51.46,21921.96,8,0.86,3.33,0.04,1,75,0.176,84.666202,
P8,Garden Successful,S11,Synthetic Supplier ,Hyderabad,2025-02-27,379,50.51,19143.29,9,0.98,3.12,0.01,4,85,0.224,82.116787,
P8,Garden Successful,S11,Synthetic Supplier ,Kolkata,2025-06-12,581,38.99,22653.19,6,0.93,4.32,0.01,0,16,0.028,86.316694,
P8,Garden Successful,S11,Synthetic Supplier ,Kolkata,2025-01-03,935,64.3,60120.5,6,0.92,3.14,0.02,8,10,0.011,71.27016,
P8,Garden Successful,S11,Synthetic Supplier ,Mumbai,2025-03-18,175,57.56,10073.0,8,0.94,4.38,0.04,6,22,0.126,90.298529,
P8,Garden Successful,S11,Synthetic Supplier ,Mumbai,2025-04-01,120,53.8,6456.0,4,0.98,4.31,0.03,7,8,0.067,90.079731,
P8,Garden Successful,S11,Synthetic Supplier ,Mumbai,2025-01-13,645,28.08,18111.6,3,0.96,4.49,0.01,6,7,0.011,80.963794,
P9,Tide Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-03-06,931,58.42,54389.02,9,0.88,3.31,0.02,8,55,0.059,78.091565,
P9,Tide Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-01-01,811,19.97,16195.67,1,0.97,3.98,0.01,5,41,0.051,82.854152,
P9,Tide Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-02-07,239,36.74,8780.86,6,0.92,4.28,0.04,4,22,0.092,77.253814,
P9,Tide Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-04-04,806,28.14,22680.84,4,0.9,4.41,0.03,6,64,0.079,76.76177,
P9,Tide Detergent,S11,Synthetic Supplier ,Bengaluru,2025-06-27,802,22.65,18165.3,8,0.98,3.93,0.03,8,9,0.011,75.645578,
P9,Tide Detergent,S11,Synthetic Supplier ,Bengaluru,2025-05-12,526,20.26,10656.76,7,0.96,4.37,0.03,7,11,0.021,82.697919,
P9,Tide Detergent,S11,Synthetic Supplier ,Bengaluru,2025-01-27,833,16.94,14111.02,5,0.94,4.41,0.03,8,77,0.092,70.902227,
P9,Tide Detergent,S11,Synthetic Supplier ,Bengaluru,2025-06-28,338,37.35,12624.3,8,0.87,3.79,0.04,2,53,0.157,86.985263,
P9,Tide Detergent,S11,Synthetic Supplier ,Chennai,2025-02-02,987,28.7,28326.9,3,0.97,4.68,0.03,9,44,0.045,86.109146,
P9,Tide Detergent,S11,Synthetic Supplier ,Chennai,2025-04-08,317,37.58,11912.86,9,0.91,4.67,0.04,7,58,0.183,90.188707,
P9,Tide Detergent,S11,Synthetic Supplier ,Chennai,2025-01-05,576,60.41,34796.16,2,0.95,4.6,0.03,4,71,0.123,92.704387,
P9,Tide Detergent,S11,Synthetic Supplier ,Chennai,2025-03-20,710,40.82,28982.2,9,0.87,4.36,0.03,3,36,0.051,74.026638,
P9,Tide Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-01-18,421,27.65,11640.65,2,0.95,3.12,0.0,7,40,0.095,93.596991,
P9,Tide Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-05-15,961,50.06,48107.66,9,0.96,3.26,0.04,4,78,0.081,75.698104,
P9,Tide Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-05-31,975,18.47,18008.25,3,0.9,4.63,0.01,7,19,0.019,83.551113,
P9,Tide Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-01-23,225,33.69,7580.25,3,1.0,3.83,0.04,2,33,0.147,84.704652,
P9,Tide Detergent,S11,Synthetic Supplier ,Kolkata,2025-05-19,999,17.19,17172.81,7,0.9,3.03,0.0,7,26,0.026,82.613755,
P9,Tide Detergent,S11,Synthetic Supplier ,Kolkata,2025-01-20,781,13.04,10184.24,4,0.96,3.89,0.05,1,64,0.082,78.234829,
P9,Tide Detergent,S11,Synthetic Supplier ,Mumbai,2025-03-11,320,64.54,20652.8,8,0.88,4.49,0.05,6,16,0.05,83.775736,
P9,Tide Detergent,S11,Synthetic Supplier ,Mumbai,2025-02-11,497,68.11,33850.67,8,0.93,4.46,0.04,6,23,0.046,84.1727,
